au,date,index,dep,reg,nat,dmean,qual,dep_qual,kfrac,rfrac,tfrac,isField,start_times,end_times,cit_times,tot_cits,isCiter,isMove
"WHITE, H",1990,34035,UNIV CALIF SAN DIEGO,W,USA,0.0566801619,1,0.8557692308,0,0.0148911798,0.0160123967,0,1969,2008,,,0,False
"WHITE, H",1991,34036,UNIV CALIF SAN DIEGO,W,USA,0.0566801619,1,0.8557692308,0.0333333333,0.0240437158,0.0213505462,0,1969,2008,,,0,False
"WHITE, H",1992,34037,UNIV CALIF SAN DIEGO,W,USA,0.0566801619,1,0.8557692308,0.0322580645,0.0264550265,0.025083612,0,1969,2008,,,0,False
"WHITE, H",1993,34038,UNIV CALIF SAN DIEGO,W,USA,0.0566801619,1,0.8557692308,0.0333333333,0.0276923077,0.02945237,0,1969,2008,,,0,False
"WHITE, H",1994,34039,UNIV CALIF SAN DIEGO,W,USA,0.0566801619,1,0.8557692308,0.0322580645,0.0277511962,0.0316143498,0,1969,2008,,,0,False
"WHITE, K",1986,29854,RICE UNIV,W,USA,0,1,0.2596153846,0,0,0,0,1972,1991,,,0,False
"WHITE, K",1987,29855,RICE UNIV,W,USA,0,1,0.2596153846,0,0,0.0011994003,0,1972,1991,,,0,False
"WHITE, K",1988,29856,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0076335878,0.0065639269,0,1972,1991,,,0,False
"WHITE, K",1989,29857,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0095808383,0.0100488865,0,1972,1991,,,0,False
"WHITE, K",1990,29858,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0148911798,0.0160123967,0,1972,1991,,,0,False
"WHITE, K",1991,29859,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0240437158,0.0213505462,0,1972,1991,,,0,False
"WHITE, L",1986,24264,NYU,E,USA,0.0276872964,1,0.9519230769,0,0,0,0,1971,2010,,,0,False
"WHITE, L",1987,24266,NYU,E,USA,0.0276872964,1,0.9519230769,0.0168067227,0.0015461925,0.0011994003,0,1971,2010,,,0,False
"WHITE, L",1988,24268,NYU,E,USA,0.0276872964,1,0.9519230769,0.0166666667,0.006256901,0.0065639269,0,1971,2010,,,0,False
"WHITE, L",1989,24270,NYU,E,USA,0.0276872964,1,0.9519230769,0.0157480315,0.01018974,0.0100488865,0,1971,2010,,,0,False
"WHITE, L",1990,24272,NYU,E,USA,0.0276872964,1,0.9519230769,0.0296296296,0.0163442295,0.0160123967,0,1971,2010,,,0,False
"WHITE, L",1991,24274,NYU,E,USA,0.0276872964,1,0.9519230769,0.0287769784,0.0205655527,0.0213505462,0,1971,2010,,,0,False
"WHITE, L",1992,24276,NYU,E,USA,0.0276872964,1,0.9519230769,0.0281690141,0.024691358,0.025083612,0,1971,2010,,,0,False
"WHITE, L",1993,24278,NYU,E,USA,0.0276872964,1,0.9519230769,0.0613496933,0.0299703264,0.02945237,0,1971,2010,,,0,False
"WHITE, L",1994,24280,NYU,E,USA,0.0276872964,1,0.9519230769,0.0595238095,0.0328060926,0.0316143498,0,1971,2010,,,0,False
"WHITE, M",1986,1348,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0,0,0,0,1973,2009,1994,1,0,False
"WHITE, M",1987,1350,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0,0.0015461925,0.0011994003,0,1973,2009,1994,1,0,False
"WHITE, M",1988,1352,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0,0.006256901,0.0065639269,0,1973,2009,1994,1,0,False
"WHITE, M",1989,1354,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0,0.01018974,0.0100488865,0,1973,2009,1994,1,0,False
"WHITE, M",1990,1356,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0.0130718954,0.0163442295,0.0160123967,0,1973,2009,1994,1,0,False
"WHITE, M",1991,1358,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0.0251572327,0.0205655527,0.0213505462,0,1973,2009,1994,1,0,False
"WHITE, M",1992,1360,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0.0179640719,0.024691358,0.025083612,0,1973,2009,1994,1,0,False
"WHITE, M",1993,1362,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0.0352941176,0.0299703264,0.02945237,0,1973,2009,1994,1,0,False
"WHITE, M",1994,1364,UNIV MICHIGAN,E,USA,0.035971223,1,0.8846153846,0.0304878049,0.0328060926,0.0316143498,0,1973,2009,1994,1,1,False
"WHITE, S",1990,29424,GEORGE WASHINGTON UNIV,E,USA,0,0,0.6346153846,0,0.0163442295,0.0160123967,0,1989,2008,,,0,False
"WHITE, S",1991,29425,GEORGE WASHINGTON UNIV,E,USA,0,0,0.6346153846,0,0.0205655527,0.0213505462,0,1989,2008,,,0,False
"WHITE, S",1992,29426,GEORGE WASHINGTON UNIV,E,USA,0,0,0.6346153846,0.0416666667,0.024691358,0.025083612,0,1989,2008,,,0,False
"WHITE, S",1993,29427,GEORGE WASHINGTON UNIV,E,USA,0,0,0.6346153846,0.04,0.0299703264,0.02945237,0,1989,2008,,,0,False
"WHITE, S",1994,29428,GEORGE WASHINGTON UNIV,E,USA,0,0,0.6346153846,0.0384615385,0.0328060926,0.0316143498,0,1989,2008,,,0,False
"WHITE, W",1986,10204,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0,0,0,0,1977,1998,,,0,False
"WHITE, W",1987,10205,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0,0.0015461925,0.0011994003,0,1977,1998,,,0,False
"WHITE, W",1988,10206,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0,0.006256901,0.0065639269,0,1977,1998,,,0,False
"WHITE, W",1989,10207,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0,0.01018974,0.0100488865,0,1977,1998,,,0,False
"WHITE, W",1990,10208,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0.0178571429,0.0163442295,0.0160123967,0,1977,1998,,,0,False
"WHITE, W",1991,10209,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0.0178571429,0.0205655527,0.0213505462,0,1977,1998,,,0,False
"WHITE, W",1992,10210,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0.0172413793,0.024691358,0.025083612,0,1977,1998,,,0,False
"WHITE, W",1993,10211,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0.0185185185,0.0299703264,0.02945237,0,1977,1998,,,0,False
"WHITE, W",1994,10212,YALE UNIV,E,USA,0.0267489712,1,0.9230769231,0.0175438596,0.0328060926,0.0316143498,0,1977,1998,,,0,False
"WHITED, T",1994,7144,UNIV ROCHESTER,E,USA,0.0861111111,1,0.3557692308,0.0869565217,0.0328060926,0.0316143498,0,1993,2011,,,0,False
"WHITEHEAD, J",1992,4335,OTHER,E,USA,0.0585529067,1,0,0.0183150183,0.024691358,0.025083612,0,1991,2008,,,0,False
"WHITEHEAD, J",1993,4336,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,0,1991,2008,,,0,False
"WHITEHEAD, J",1994,4337,OTHER,E,USA,0.0585529067,1,0,0.0393258427,0.0328060926,0.0316143498,0,1991,2008,,,0,False
"WHITELAW, R",1993,24282,NYU,E,USA,0.0276872964,0,0.9519230769,0.0613496933,0.0299703264,0.02945237,0,1992,2011,,,0,False
"WHITELAW, R",1994,24284,NYU,E,USA,0.0276872964,0,0.9519230769,0.0595238095,0.0328060926,0.0316143498,0,1992,2011,,,0,False
"WHITESELL, R",1986,25646,WILLIAMS COLL,E,USA,0,0,0.5,0,0,0,0,1984,1990,,,0,False
"WHITESELL, R",1987,25647,WILLIAMS COLL,E,USA,0,0,0.5,0,0.0015461925,0.0011994003,0,1984,1990,,,0,False
"WHITESELL, R",1988,25648,WILLIAMS COLL,E,USA,0,0,0.5,0,0.006256901,0.0065639269,0,1984,1990,,,0,False
"WHITESELL, R",1989,25649,WILLIAMS COLL,E,USA,0,0,0.5,0,0.01018974,0.0100488865,0,1984,1990,,,0,False
"WHITESELL, R",1990,25650,WILLIAMS COLL,E,USA,0,0,0.5,0,0.0163442295,0.0160123967,0,1984,1990,,,0,False
"WHITT, J",1992,29860,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0264550265,0.025083612,0,1991,2003,,,0,False
"WHITT, J",1993,29861,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0276923077,0.02945237,0,1991,2003,,,0,False
"WHITT, J",1994,29862,RICE UNIV,W,USA,0,1,0.2596153846,0,0.0277511962,0.0316143498,0,1991,2003,,,0,False
"WHITTINGTON, D",1986,13247,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0,0,0,1985,2009,,,0,False
"WHITTINGTON, D",1987,13249,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.0015461925,0.0011994003,0,1985,2009,,,0,False
"WHITTINGTON, D",1988,13251,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.006256901,0.0065639269,0,1985,2009,,,0,False
"WHITTINGTON, D",1989,13253,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.01018974,0.0100488865,0,1985,2009,,,0,False
"WHITTINGTON, D",1990,13255,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.0163442295,0.0160123967,0,1985,2009,,,0,False
"WHITTINGTON, D",1991,13257,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.0205655527,0.0213505462,0,1985,2009,,,0,False
"WHITTINGTON, D",1992,13259,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0,0.024691358,0.025083612,0,1985,2009,,,0,False
"WHITTINGTON, D",1993,13261,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0.0173913043,0.0299703264,0.02945237,0,1985,2009,,,0,False
"WHITTINGTON, D",1994,13263,UNIV N CAROLINA,E,USA,0,0,0.4038461538,0.0341880342,0.0328060926,0.0316143498,0,1985,2009,,,0,False
"WHITTINGTON, L",1990,20797,GEORGETOWN UNIV,E,USA,0.1469194313,0,0.8076923077,0,0.0163442295,0.0160123967,0,1989,2001,,,0,False
"WHITTINGTON, L",1991,20798,GEORGETOWN UNIV,E,USA,0.1469194313,0,0.8076923077,0,0.0205655527,0.0213505462,0,1989,2001,,,0,False
"WHITTINGTON, L",1992,20799,GEORGETOWN UNIV,E,USA,0.1469194313,0,0.8076923077,0,0.024691358,0.025083612,0,1989,2001,,,0,False
"WHITTINGTON, L",1993,20800,GEORGETOWN UNIV,E,USA,0.1469194313,0,0.8076923077,0,0.0299703264,0.02945237,0,1989,2001,,,0,False
"WHITTINGTON, L",1994,20801,GEORGETOWN UNIV,E,USA,0.1469194313,0,0.8076923077,0,0.0328060926,0.0316143498,0,1989,2001,,,0,False
"WICKER, E",1986,22905,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0,0,0,1978,1986,,,0,False
"WIGGINS, J",1987,26520,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.0015461925,0.0011994003,0,1986,1992,,,0,False
"WIGGINS, J",1988,26521,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.006256901,0.0065639269,0,1986,1992,,,0,False
"WIGGINS, J",1989,26522,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.01018974,0.0100488865,0,1986,1992,,,0,False
"WIGGINS, J",1990,26523,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.0163442295,0.0160123967,0,1986,1992,,,0,False
"WIGGINS, J",1991,26524,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.0205655527,0.0213505462,0,1986,1992,,,0,False
"WIGGINS, J",1992,26525,MICHIGAN STATE UNIV,E,USA,0.0329113924,1,0.7692307692,0,0.024691358,0.025083612,0,1986,1992,,,0,False
"WIGGINS, S",1986,30921,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0,0,0,0,1982,2004,,,0,False
"WIGGINS, S",1987,30922,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0,0,0.0011994003,0,1982,2004,,,0,False
"WIGGINS, S",1988,30923,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0322580645,0.0076335878,0.0065639269,0,1982,2004,,,0,False
"WIGGINS, S",1989,30924,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0689655172,0.0095808383,0.0100488865,0,1982,2004,,,0,False
"WIGGINS, S",1990,30925,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0606060606,0.0148911798,0.0160123967,0,1982,2004,,,0,False
"WIGGINS, S",1991,30926,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0540540541,0.0240437158,0.0213505462,0,1982,2004,,,0,False
"WIGGINS, S",1992,30927,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0512820513,0.0264550265,0.025083612,0,1982,2004,,,0,False
"WIGGINS, S",1993,30928,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0454545455,0.0276923077,0.02945237,0,1982,2004,,,0,False
"WIGGINS, S",1994,30929,TEXAS A&M UNIV,W,USA,0.0527950311,1,0.3653846154,0.0612244898,0.0277511962,0.0316143498,0,1982,2004,,,0,False
"WILCOX, J",1986,15041,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0,0,0,0,1982,2006,,,0,False
"WILCOX, J",1987,15042,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0,0,0.0011994003,0,1982,2006,,,0,False
"WILCOX, J",1988,15043,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0104166667,0.0076335878,0.0065639269,0,1982,2006,,,0,False
"WILCOX, J",1989,15044,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0102040816,0.0095808383,0.0100488865,0,1982,2006,,,0,False
"WILCOX, J",1990,15045,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0275229358,0.0148911798,0.0160123967,0,1982,2006,,,0,False
"WILCOX, J",1991,15046,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0256410256,0.0240437158,0.0213505462,0,1982,2006,,,0,False
"WILCOX, J",1992,15047,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0256410256,0.0264550265,0.025083612,0,1982,2006,,,0,False
"WILCOX, J",1993,15048,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0347826087,0.0276923077,0.02945237,0,1982,2006,,,0,False
"WILCOX, J",1994,15049,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0416666667,0.0277511962,0.0316143498,0,1982,2006,,,0,False
"WILCOX, N",1993,29061,UNIV HOUSTON,W,USA,0,1,0.4230769231,0.0526315789,0.0276923077,0.02945237,0,1992,2009,,,0,False
"WILCOX, N",1994,29062,UNIV HOUSTON,W,USA,0,1,0.4230769231,0.0476190476,0.0277511962,0.0316143498,0,1992,2009,,,0,False
"WILCOXEN, P",1990,30415,UNIV TEXAS,W,USA,0,1,0.6057692308,0,0.0148911798,0.0160123967,0,1989,2002,,,0,False
"WILCOXEN, P",1991,30416,UNIV TEXAS,W,USA,0,1,0.6057692308,0.0192307692,0.0240437158,0.0213505462,0,1989,2002,,,0,False
"WILCOXEN, P",1992,30417,UNIV TEXAS,W,USA,0,1,0.6057692308,0.0196078431,0.0264550265,0.025083612,0,1989,2002,,,0,False
"WILCOXEN, P",1993,30418,UNIV TEXAS,W,USA,0,1,0.6057692308,0.0178571429,0.0276923077,0.02945237,0,1989,2002,,,0,False
"WILCOXEN, P",1994,30419,UNIV TEXAS,W,USA,0,1,0.6057692308,0.0172413793,0.0277511962,0.0316143498,0,1989,2002,,,0,False
"WILDASIN, D",1986,22907,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0,0,0,1976,2009,,,0,False
"WILDASIN, D",1987,22909,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0015461925,0.0011994003,0,1976,2009,,,0,False
"WILDASIN, D",1988,22911,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.006256901,0.0065639269,0,1976,2009,,,0,False
"WILDASIN, D",1989,22913,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.01018974,0.0100488865,0,1976,2009,,,0,False
"WILDASIN, D",1990,22915,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0163442295,0.0160123967,0,1976,2009,,,0,False
"WILDASIN, D",1991,22917,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0205655527,0.0213505462,0,1976,2009,,,0,False
"WILDASIN, D",1992,22919,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.024691358,0.025083612,0,1976,2009,,,0,False
"WILDASIN, D",1993,27295,VANDERBILT UNIV,E,USA,0.0291262136,1,0.7788461538,0.0285714286,0.0299703264,0.02945237,0,1976,2009,,,0,False
"WILDASIN, D",1994,27296,VANDERBILT UNIV,E,USA,0.0291262136,1,0.7788461538,0.0526315789,0.0328060926,0.0316143498,0,1976,2009,,,0,False
"WILEN, J",1986,25552,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0,0,0,0,1985,2009,,,0,False
"WILEN, J",1987,25553,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0,0,0.0011994003,0,1985,2009,,,0,False
"WILEN, J",1988,25554,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0256410256,0.0076335878,0.0065639269,0,1985,2009,,,0,False
"WILEN, J",1989,25555,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.023255814,0.0095808383,0.0100488865,0,1985,2009,,,0,False
"WILEN, J",1990,25556,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0217391304,0.0148911798,0.0160123967,0,1985,2009,,,0,False
"WILEN, J",1991,25557,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0222222222,0.0240437158,0.0213505462,0,1985,2009,,,0,False
"WILEN, J",1992,25558,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0217391304,0.0264550265,0.025083612,0,1985,2009,,,0,False
"WILEN, J",1993,25559,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0212765957,0.0276923077,0.02945237,0,1985,2009,,,0,False
"WILEN, J",1994,25560,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0196078431,0.0277511962,0.0316143498,0,1985,2009,,,0,False
"WILHELM, W",1990,27534,UNIV VIRGINIA,E,USA,0.0631578947,1,0.7115384615,0,0.0163442295,0.0160123967,0,1989,2008,,,0,False
"WILHELM, W",1991,27535,UNIV VIRGINIA,E,USA,0.0631578947,1,0.7115384615,0,0.0205655527,0.0213505462,0,1989,2008,,,0,False
"WILHELM, W",1992,27536,UNIV VIRGINIA,E,USA,0.0631578947,1,0.7115384615,0,0.024691358,0.025083612,0,1989,2008,,,0,False
"WILHELM, W",1993,27537,UNIV VIRGINIA,E,USA,0.0631578947,1,0.7115384615,0,0.0299703264,0.02945237,0,1989,2008,,,0,False
"WILHELM, W",1994,27538,UNIV VIRGINIA,E,USA,0.0631578947,1,0.7115384615,0,0.0328060926,0.0316143498,0,1989,2008,,,0,False
"WILKIE, S",1991,17282,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0240437158,0.0213505462,0,1990,2007,,,0,False
"WILKIE, S",1992,17284,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0.0103092784,0.0264550265,0.025083612,0,1990,2007,,,0,False
"WILKIE, S",1993,17286,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0276923077,0.02945237,0,1990,2007,,,0,False
"WILKIE, S",1994,17288,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0277511962,0.0316143498,0,1990,2007,,,0,False
"WILKINSON, J",1986,33114,UNIV MISSOURI,E,USA,0.0559006211,1,0.4134615385,0,0,0,0,1981,1987,,,0,False
"WILKINSON, J",1987,33115,UNIV MISSOURI,E,USA,0.0559006211,1,0.4134615385,0,0.0015461925,0.0011994003,0,1981,1987,,,0,False
"WILKINSON, M",1986,20613,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0,0,0,1966,1989,,,0,False
"WILKINSON, M",1987,20614,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.0015461925,0.0011994003,0,1966,1989,,,0,False
"WILKINSON, M",1988,20615,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.006256901,0.0065639269,0,1966,1989,,,0,False
"WILKINSON, M",1989,20616,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.01018974,0.0100488865,0,1966,1989,,,0,False
"WILLEMAIN, T",1989,34596,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.01018974,0.0100488865,0,1988,2004,,,0,False
"WILLEMAIN, T",1990,34597,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.0163442295,0.0160123967,0,1988,2004,,,0,False
"WILLEMAIN, T",1991,34598,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.0205655527,0.0213505462,0,1988,2004,,,0,False
"WILLEMAIN, T",1992,34599,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.024691358,0.025083612,0,1988,2004,,,0,False
"WILLEMAIN, T",1993,34600,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.0299703264,0.02945237,0,1988,2004,,,0,False
"WILLEMAIN, T",1994,34601,RENSSELAER POLYTECH INST,E,USA,0,1,0.2980769231,0,0.0328060926,0.0316143498,0,1988,2004,,,0,False
"WILLETT, T",1986,29215,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0,0,0,1966,2009,,,0,False
"WILLETT, T",1987,29216,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0,0.0011994003,0,1966,2009,,,0,False
"WILLETT, T",1988,29217,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0076335878,0.0065639269,0,1966,2009,,,0,False
"WILLETT, T",1989,29218,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0095808383,0.0100488865,0,1966,2009,,,0,False
"WILLETT, T",1990,29219,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0148911798,0.0160123967,0,1966,2009,,,0,False
"WILLETT, T",1991,29220,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0240437158,0.0213505462,0,1966,2009,,,0,False
"WILLETT, T",1992,29221,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0264550265,0.025083612,0,1966,2009,,,0,False
"WILLETT, T",1993,29222,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0276923077,0.02945237,0,1966,2009,,,0,False
"WILLETT, T",1994,29223,CLAREMONT MCKENNA COLL,W,USA,0,0,0.0961538462,0,0.0277511962,0.0316143498,0,1966,2009,,,0,False
"WILLIAMS, A",1986,22921,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0,0,0,1969,2008,,,0,False
"WILLIAMS, A",1987,22923,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0015461925,0.0011994003,0,1969,2008,,,0,False
"WILLIAMS, A",1988,22925,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.006256901,0.0065639269,0,1969,2008,,,0,False
"WILLIAMS, A",1989,22927,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.01018974,0.0100488865,0,1969,2008,,,0,False
"WILLIAMS, A",1990,22929,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0163442295,0.0160123967,0,1969,2008,,,0,False
"WILLIAMS, A",1991,22931,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0205655527,0.0213505462,0,1969,2008,,,0,False
"WILLIAMS, A",1992,22933,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.024691358,0.025083612,0,1969,2008,,,0,False
"WILLIAMS, A",1993,22935,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0.0299703264,0.02945237,0,1969,2008,,,0,False
"WILLIAMS, A",1994,22937,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0.0348837209,0.0328060926,0.0316143498,0,1969,2008,,,0,False
"WILLIAMS, J",1986,4338,OTHER,E,USA,0.0585529067,1,0,0,0,0,1,1976,2009,,,0,False
"WILLIAMS, J",1987,4339,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,1,1976,2009,,,0,False
"WILLIAMS, J",1988,4340,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,1,1976,2009,,,0,False
"WILLIAMS, J",1989,4341,OTHER,E,USA,0.0585529067,1,0,0.0041322314,0.01018974,0.0100488865,1,1976,2009,,,0,False
"WILLIAMS, J",1990,4342,OTHER,E,USA,0.0585529067,1,0,0.0038910506,0.0163442295,0.0160123967,1,1976,2009,,,0,False
"WILLIAMS, J",1991,4343,OTHER,E,USA,0.0585529067,1,0,0.0153846154,0.0205655527,0.0213505462,1,1976,2009,,,0,False
"WILLIAMS, J",1992,4344,OTHER,E,USA,0.0585529067,1,0,0.0183150183,0.024691358,0.025083612,1,1976,2009,,,0,False
"WILLIAMS, J",1993,4345,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,1,1976,2009,,,0,False
"WILLIAMS, J",1994,4346,OTHER,E,USA,0.0585529067,1,0,0.0393258427,0.0328060926,0.0316143498,1,1976,2009,,,0,False
"WILLIAMS, N",1988,10636,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0,0.006256901,0.0065639269,1,1987,2008,,,0,False
"WILLIAMS, N",1989,10637,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0,0.01018974,0.0100488865,1,1987,2008,,,0,False
"WILLIAMS, N",1990,10638,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0.0217391304,0.0163442295,0.0160123967,1,1987,2008,,,0,False
"WILLIAMS, N",1991,10639,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0.0212765957,0.0205655527,0.0213505462,1,1987,2008,,,0,False
"WILLIAMS, N",1992,10640,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0.0217391304,0.024691358,0.025083612,1,1987,2008,,,0,False
"WILLIAMS, N",1993,10641,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0.0212765957,0.0299703264,0.02945237,1,1987,2008,,,0,False
"WILLIAMS, N",1994,10642,PRINCETON UNIV,E,USA,0.0512820513,0,0.9711538462,0.0327868852,0.0328060926,0.0316143498,1,1987,2008,,,0,False
"WILLIAMS, R",1986,30420,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0,0,1974,2007,,,0,False
"WILLIAMS, R",1987,30421,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0.0011994003,0,1974,2007,,,0,False
"WILLIAMS, R",1988,30422,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0076335878,0.0065639269,0,1974,2007,,,0,False
"WILLIAMS, R",1989,30423,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0095808383,0.0100488865,0,1974,2007,,,0,False
"WILLIAMS, R",1990,30424,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0148911798,0.0160123967,0,1974,2007,,,0,False
