au,date,index,dep,reg,nat,dmean,qual,dep_qual,kfrac,rfrac,tfrac,isField,start_times,end_times,cit_times,tot_cits,isCiter,isMove
"DUNN, K",1986,9423,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0,0,0,0,1983,2005,,,0,False
"DUNN, K",1987,9424,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0,0.0015461925,0.0011994003,0,1983,2005,,,0,False
"DUNN, K",1988,9425,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0,0.006256901,0.0065639269,0,1983,2005,,,0,False
"DUNN, K",1989,9426,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0,0.01018974,0.0100488865,0,1983,2005,,,0,False
"DUNN, K",1990,9427,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0238095238,0.0163442295,0.0160123967,0,1983,2005,,,0,False
"DUNN, K",1991,9428,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0227272727,0.0205655527,0.0213505462,0,1983,2005,,,0,False
"DUNN, K",1992,9429,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0217391304,0.024691358,0.025083612,0,1983,2005,,,0,False
"DUNN, K",1993,9430,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0212765957,0.0299703264,0.02945237,0,1983,2005,,,0,False
"DUNN, K",1994,9431,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0217391304,0.0328060926,0.0316143498,0,1983,2005,,,0,False
"DUNN, L",1986,13350,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0,0,0,0,1977,2005,,,0,False
"DUNN, L",1987,13351,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0,0.0015461925,0.0011994003,0,1977,2005,,,0,False
"DUNN, L",1988,13352,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0217391304,0.006256901,0.0065639269,0,1977,2005,,,0,False
"DUNN, L",1989,13353,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0425531915,0.01018974,0.0100488865,0,1977,2005,,,0,False
"DUNN, L",1990,13354,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.037037037,0.0163442295,0.0160123967,0,1977,2005,,,0,False
"DUNN, L",1991,13355,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0363636364,0.0205655527,0.0213505462,0,1977,2005,,,0,False
"DUNN, L",1992,13356,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0357142857,0.024691358,0.025083612,0,1977,2005,,,0,False
"DUNN, L",1993,13357,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0350877193,0.0299703264,0.02945237,0,1977,2005,,,0,False
"DUNN, L",1994,13358,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0491803279,0.0328060926,0.0316143498,0,1977,2005,,,0,False
"DUPAGNE, M",1994,33224,UNIV MIAMI,E,USA,0,1,0.0865384615,0.1111111111,0.0328060926,0.0316143498,0,1993,1999,,,0,False
"DURDEN, G",1986,34541,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0,0,0,1975,2003,,,0,False
"DURDEN, G",1987,34542,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.0015461925,0.0011994003,0,1975,2003,,,0,False
"DURDEN, G",1988,34543,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.006256901,0.0065639269,0,1975,2003,,,0,False
"DURDEN, G",1989,34544,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.01018974,0.0100488865,0,1975,2003,,,0,False
"DURDEN, G",1990,34545,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.0163442295,0.0160123967,0,1975,2003,,,0,False
"DURDEN, G",1991,34546,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.0205655527,0.0213505462,0,1975,2003,,,0,False
"DURDEN, G",1992,34547,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.024691358,0.025083612,0,1975,2003,,,0,False
"DURDEN, G",1993,34548,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.0299703264,0.02945237,0,1975,2003,,,0,False
"DURDEN, G",1994,34549,APPALACHIAN STATE UNIV,E,USA,0,0,0.2692307692,0,0.0328060926,0.0316143498,0,1975,2003,,,0,False
"DURLAUF, S",1986,27877,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0,0,0,1985,2008,,,0,False
"DURLAUF, S",1987,27879,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0015461925,0.0011994003,0,1985,2008,,,0,False
"DURLAUF, S",1988,27881,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.006256901,0.0065639269,0,1985,2008,,,0,False
"DURLAUF, S",1989,27883,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.01018974,0.0100488865,0,1985,2008,,,0,False
"DURLAUF, S",1990,27885,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0163442295,0.0160123967,0,1985,2008,,,0,False
"DURLAUF, S",1991,27887,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0205655527,0.0213505462,0,1985,2008,,,0,False
"DURLAUF, S",1992,27889,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1985,2008,,,0,False
"DURLAUF, S",1993,27891,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1985,2008,,,0,False
"DURLAUF, S",1994,27893,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1985,2008,,,0,False
"DURNING, D",1986,25721,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0,0,0,1984,1999,,,0,False
"DURNING, D",1987,25722,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.0015461925,0.0011994003,0,1984,1999,,,0,False
"DURNING, D",1988,25723,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.006256901,0.0065639269,0,1984,1999,,,0,False
"DURNING, D",1989,25724,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.01018974,0.0100488865,0,1984,1999,,,0,False
"DURNING, D",1990,25725,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.0163442295,0.0160123967,0,1984,1999,,,0,False
"DURNING, D",1991,25726,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.0205655527,0.0213505462,0,1984,1999,,,0,False
"DURNING, D",1992,25727,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.024691358,0.025083612,0,1984,1999,,,0,False
"DURNING, D",1993,25728,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.0299703264,0.02945237,0,1984,1999,,,0,False
"DURNING, D",1994,25729,UNIV GEORGIA,E,USA,0.0088888889,1,0.1730769231,0,0.0328060926,0.0316143498,0,1984,1999,,,0,False
"DUSANSKY, R",1986,30119,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0,0,1971,1998,,,0,False
"DUSANSKY, R",1987,30120,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0.0011994003,0,1971,1998,,,0,False
"DUSANSKY, R",1988,30121,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0076335878,0.0065639269,0,1971,1998,,,0,False
"DUSANSKY, R",1989,30122,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0095808383,0.0100488865,0,1971,1998,,,0,False
"DUSANSKY, R",1990,30123,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0148911798,0.0160123967,0,1971,1998,,,0,False
"DUSANSKY, R",1991,30124,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0192307692,0.0240437158,0.0213505462,0,1971,1998,,,0,False
"DUSANSKY, R",1992,30125,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0196078431,0.0264550265,0.025083612,0,1971,1998,,,0,False
"DUSANSKY, R",1993,30126,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0178571429,0.0276923077,0.02945237,0,1971,1998,,,0,False
"DUSANSKY, R",1994,30127,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0172413793,0.0277511962,0.0316143498,0,1971,1998,,,0,False
"DUTT, A",1986,2678,OTHER,E,USA,0.0585529067,1,0,0,0,0,0,1983,2002,,,0,False
"DUTT, A",1987,2679,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,0,1983,2002,,,0,False
"DUTT, A",1988,2680,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,0,1983,2002,,,0,False
"DUTT, A",1989,2681,OTHER,E,USA,0.0585529067,1,0,0,0.01018974,0.0100488865,0,1983,2002,,,0,False
"DUTT, A",1990,30998,UNIV NOTRE DAME,E,USA,0.0491803279,1,0.5961538462,0,0.0163442295,0.0160123967,0,1983,2002,,,0,False
"DUTT, A",1991,30999,UNIV NOTRE DAME,E,USA,0.0491803279,1,0.5961538462,0,0.0205655527,0.0213505462,0,1983,2002,,,0,False
"DUTT, A",1992,31000,UNIV NOTRE DAME,E,USA,0.0491803279,1,0.5961538462,0,0.024691358,0.025083612,0,1983,2002,,,0,False
"DUTT, A",1993,31001,UNIV NOTRE DAME,E,USA,0.0491803279,1,0.5961538462,0.0625,0.0299703264,0.02945237,0,1983,2002,,,0,False
"DUTT, A",1994,31002,UNIV NOTRE DAME,E,USA,0.0491803279,1,0.5961538462,0.0666666667,0.0328060926,0.0316143498,0,1983,2002,,,0,False
"DUTTA, P",1989,20299,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0,0.01018974,0.0100488865,0,1988,2009,,,0,False
"DUTTA, P",1990,20300,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0,0.0163442295,0.0160123967,0,1988,2009,,,0,False
"DUTTA, P",1991,20301,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0,0.0205655527,0.0213505462,0,1988,2009,,,0,False
"DUTTA, P",1992,20302,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0,0.024691358,0.025083612,0,1988,2009,,,0,False
"DUTTA, P",1993,20303,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0.0185185185,0.0299703264,0.02945237,0,1988,2009,,,0,False
"DUTTA, P",1994,20304,COLUMBIA UNIV,E,USA,0.0188284519,0,0.9423076923,0.0158730159,0.0328060926,0.0316143498,0,1988,2009,,,0,False
"DUTTON, J",1986,24733,N CAROLINA STATE UNIV,E,USA,0.0376569038,0,0.2211538462,0,0,0,0,1980,1990,,,0,False
"DUTTON, J",1987,24734,N CAROLINA STATE UNIV,E,USA,0.0376569038,0,0.2211538462,0,0.0015461925,0.0011994003,0,1980,1990,,,0,False
"DUTTON, J",1988,24735,N CAROLINA STATE UNIV,E,USA,0.0376569038,0,0.2211538462,0,0.006256901,0.0065639269,0,1980,1990,,,0,False
"DUTTON, J",1989,24736,N CAROLINA STATE UNIV,E,USA,0.0376569038,0,0.2211538462,0.0454545455,0.01018974,0.0100488865,0,1980,1990,,,0,False
"DUTTON, J",1990,24737,N CAROLINA STATE UNIV,E,USA,0.0376569038,0,0.2211538462,0.04,0.0163442295,0.0160123967,0,1980,1990,,,0,False
"DWYER, G",1986,2682,OTHER,E,USA,0.0585529067,1,0,0,0,0,0,1980,2006,,,0,False
"DWYER, G",1987,2683,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,0,1980,2006,,,0,False
"DWYER, G",1988,2684,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,0,1980,2006,,,0,False
"DWYER, G",1989,2685,OTHER,E,USA,0.0585529067,1,0,0.0041322314,0.01018974,0.0100488865,0,1980,2006,,,0,False
"DWYER, G",1990,2686,OTHER,E,USA,0.0585529067,1,0,0.0038910506,0.0163442295,0.0160123967,0,1980,2006,,,0,False
"DWYER, G",1991,2687,OTHER,E,USA,0.0585529067,1,0,0.0153846154,0.0205655527,0.0213505462,0,1980,2006,,,0,False
"DWYER, G",1992,2688,OTHER,E,USA,0.0585529067,1,0,0.0183150183,0.024691358,0.025083612,0,1980,2006,,,0,False
"DWYER, G",1993,2689,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,0,1980,2006,,,0,False
"DWYER, G",1994,2690,OTHER,E,USA,0.0585529067,1,0,0.0393258427,0.0328060926,0.0316143498,0,1980,2006,,,0,False
"DYBVIG, P",1986,29594,WASHINGTON UNIV,E,USA,0.0101010101,1,0.6730769231,0,0,0,0,1980,2010,,,0,False
