au|qual
MONTO, A|10.15
MOODY, C|7.166667
MOOKERJEE, R|5.833333
MOOKHERJEE, D|25.66667
MOON, C|10.27037
MOON, H|30.90833
MOONEY, J|16.66667
MOONEY, S|7.8125
MOORE, B|14.40909
MOORE, M|15.19253
MOORE, S|2.25
MOORE, T|27.5
MOORE, W|14.99359
MORAN, E|19.02778
MORAN, J|3.671428
MORAND, O|11.5
MORAVCSIK, A|185.5
MORDUCH, J|30.64583
MOREIRA, M|19.98148
MORELLI, M|7.871796
MORETTI, E|20.06597
MOREY, E|18.53646
MORGAN, J|13.84375
MORGAN, K|8.5
MORGAN, W|4.777778
MORGENSTERN, O|13
MORIMUNE, K|9.888888
MORK, K|41.75
MORKRE, M|3
MORLEY, J|7.944445
MORLEY, S|7.788888
MORLOK, E|10
MORONEY, J|12.30769
MORRILL, R|33.88889
MORRIS, C|8.188095
MORRIS, S|22.41439
MORRISEY, M|8.529761
MORRISON, C|29.24242
MORRISON, E|11.5
MORSE, D|17
MORSS, E|10.76667
MORTENSEN, D|53.56429
MORTIMER, J|6.916667
MORTON, F|12.00778
MORWITZ, V|6
MOSCARINI, G|8.222222
MOSCHINI, G|15.01389
MOSER, D|14.44444
MOSES, J|7.5
MOSES, L|12.35714
MOSKOWITZ, T|16.43137
MOSLEY, L|9
MOSS, C|6.652778
MOSS, W|10.66667
MOULIN, H|25.2561
MOUNT, K|23.5
MOUNT, T|13.02381
MOWERY, D|35.48959
MROZ, T|36.75427
MU, R|4.666667
MUELLER, D|22.7598
MUELLER, H|6.694445
MUELLER, W|5.433333
MUENCH, T|13.58333
MUENDLER, M|2.575
MUERMANN, A|8.583334
MUESER, P|9.780952
MUI, V|22
MUKAND, S|4.888889
MUKHERJEE, A|4.694445
MUKHERJI, A|3.763889
MULHERIN, J|18.59259
MULLAHY, J|46.78155
MULLAINATHAN, S|36.82059
MULLER, K|8.958333
MULLER, N|7.375001
MULLER, U|12.42857
MULLER, W|11.18333
MULLIGAN, C|22.97396
MULLIGAN, G|9.666667
MULLIGAN, J|7.666667
MULLIN, C|7.5
MULLIN, J|6.5
MULLIN, W|14.14583
MULLINEAUX, D|33.85714
MULLINS, C|3.746032
MULLINS, D|82.52222
MUNDLAK, Y|9.583333
MUNGER, M|13.68889
MUNNEKE, H|8.833333
MUNROE, D|8.083333
MUNSHI, K|35.875
MUNSON, T|9.25
MURALIDHARAN, K|7.316667
MURDOCH, J|12.21491
MURDOCK, K|22.20833
MURMANN, J|5.75
MURNANE, R|19.56481
MURNIGHAN, J|18.98148
MURPHY, K|66.57971
MURRAY, A|7.666667
MURRAY, B|11.64815
MURRAY, C|18.34524
MURRAY, D|6.333333
MURRAY, F|20.16667
MURRELL, P|17.16304
MURTHA, T|20.5
MUSCARELLA, C|31.84722
MUSGRAVE, R|16.95238
MUSSA, M|73.3125
MUSTARD, D|28.16667
MUSTO, D|7.240741
MUTH, M|3.875
MUTH, R|37.71429
MUTTI, J|10.96078
MYAGKOV, M|7.694444
MYERS, C|6.125
MYERS, R|16.05769
MYERS, S|117.94
MYERSON, R|72.17473
MYKLAND, P|12.54167
NACHBAR, J|19.16667
NACHMAN, D|17
NADIRI, M|28.05
NAGAR, V|8.374999
NAGASE, Y|3.5
NAGEL, S|16.125
NAGIN, D|13.33333
NAIK, V|19.33334
NAIL, L|9.999998
NAIR, V|5.972222
NAIR-REICHERT, U|16.33333
NAKAMURA, E|11.71429
NAKAMURA, L|10.33333
NALEBUFF, B|46.47059
NANDA, V|13.11667
NARANJO, A|8.848485
NARAYANAN, M|16.41667
NARAYANAN, V|4.25
NARDARI, F|9.559525
NARENS, L|26
NARULA, S|5.555555
NASH, R|12.29167
NATALUCCI, F|14
NAU, R|11.63333
NAUGHTON, B|27.94444
NAVARRO, P|6.777777
NAVARRO, S|10.60667
NAVARRO-LOZANO, S|30.25
NAYAK, T|3.388889
NAYGA, R|7.192424
NAYLOR, R|5.223809
NEAL, D|41.39583
NEAL, L|10
NEAL, R|21.5
NEARY, J|11.27778
NEASE, R|3.6875
NECHYBA, T|19.55556
NEE, V|28.5
NEEMAN, Z|5.737301
NEHRING, K|9.40625
NEIDELL, M|12.98333
NEILSON, W|7.875
NELSON, A|15.55556
NELSON, C|45.23504
NELSON, D|99.69566
NELSON, E|14.25
NELSON, G|19.19048
NELSON, J|20.6124
NELSON, K|6.75
NELSON, P|120.3471
NELSON, R|23.93789
NELSON, S|3.916667
NERLOVE, M|17.82639
NESTEL, G|15.5
NETTER, J|24.78704
NETZ, J|7.388888
NEUFELD, J|6.625
NEUMANN, P|5.441905
NEUMANN, R|6.75
NEUMARK, D|19.24554
NEVES, J|16.67778
NEVO, A|42.5
NEWBOLD, K|15
NEWELL, G|37.91667
NEWELL, R|15.57063
NEWEY, W|47.0739
NEWFARMER, R|7.5
NEWHOUSE, J|46.35278
NEWMAN, A|33.38889
NEWMAN, D|9.777778
NEWMAN, R|15.52273
NEWMAN, S|5.083333
NEWMARK, C|9.5
NEYAPTI, B|41.11111
NG, S|18.68452
NGANJE, W|3.116667
NI, S|16.14286
NICHOL, M|6.783333
NICHOLAS, T|6.5
NICHOLS, D|12.52778
NICHOLS, J|4.722222
NICHOLSON, C|11.66667
NICHOLSON, S|8.736608
NICKERSON, C|8.388889
NICKERSON, J|16.5
NICOLETTI, G|18.70834
NICOLINI, J|27.25
NIE, Y|6.541667
NIEDERLE, M|11.24861
NIEHANS, J|32.375
NIELSEN, M|6.777778
NIEMI, A|23
NIJMAN, J|7.75
NIKAIDO, H|8.666667
NIMALENDRAN, M|13.91667
NISHIYAMA, S|7.777778
NOAM, E|15.75
NOE, T|10.45
NOEL, M|13.9
NOLDEKE, G|20.25
NOLL, R|9.954545
NOORDEWIER, T|2.5
NORDHAUS, W|54.09756
NOREEN, E|7.333333
NORGAARD, R|29.17719
NORMAN, C|5.571429
NORMAN, G|7.369048
NORMAN, P|9.75
NORRBIN, S|14.75
NORTH, D|88.81818
NORTON, B|16.7
NORTON, E|25.24167
NORTON, R|56.25
NOUSSAIR, C|13.375
NOVSHEK, W|35.125
NOVY-MARX, R|10.66667
NOY, I|13.5
NOYES, K|4
NOZICK, L|13.5034
NTI, K|30.66667
NUGENT, J|8.09596
NUSSBAUM, M|36.33333
NUSSE, H|6.125
NYARKO, Y|18.21428
NYE, J|9
NYMAN, J|34.55
O'BRIEN, D|4.566667
O'BRIEN, J|3.710476
O'DONOGHUE, T|42.51515
O'FLAHERTY, B|4.75
O'HARA, M|13.71667
O'KELLY, M|18
O'LOUGHLIN, J|5.733334
O'REGAN, K|10.5
O'ROURKE, D|25.25
O'TOOLE, L|20.16667
OAKLAND, W|14.35417
OATES, W|47.0787
OAXACA, R|29.25
OBARA, I|8.444444
OBERHOLZER-GEE, F|15.3
OBRIEN, D|18
OBRIEN, T|13.5625
OBSTFELD, M|47.43459
OCAMPO, J|12.5
OCHS, J|29.23809
ODDERS-WHITE, E|8.166667
ODEAN, T|69.17917
ODLAND, J|9.595238
ODLYZKO, A|6.5
OEHMKE, J|6.291667
OFEK, E|47.85606
OFFICER, L|10.2
OFFICER, M|19.55
OFLAHERTY, B|11.41667
OGAKI, M|12.46569
OGDEN, J|19.22222
OH, Y|11.66667
OHANIAN, L|10.32024
OHARA, M|41.54166
OHARA, S|20.75
OHEARN, D|12
OHLS, J|14.59375
OHLSON, J|12.02083
OHNO, Y|5.7
OHSFELDT, R|9.202381
OHTA, H|9.589744
OI, J|11.5
OI, W|54
OK, E|10.41369
OKUNOFUJIWARA, M|33.70832
OLADOSU, G|4.75
OLDFIELD, G|17.72222
OLDS, K|17.5
OLIVETTI, C|7.8125
OLKEN, B|16.08333
OLMSTEAD, A|10.24074
OLMSTEAD, S|7.4375
OLNECK, M|6.388889
OLNEY, M|12.5
OLOFSGARD, A|3
OLOUGHLIN, J|7.291667
OLSEN, R|15
OLSEN, T|5.583333
OLSON, C|19.57143
OLSON, L|14.78571
OLSON, M|33.67816
OLSZEWSKI, W|8.766666
ONAL, H|7.80625
ONATSKI, A|15.75
ONG, M|3.844643
ONG, P|12.8
OPPENHEIMER, J|10.2
ORAZEM, P|7.035
ORD, J|9.772727
ORDOVER, J|20.82292
OREGAN, K|13
OREN, S|14.45175
ORMISTON, M|10.39583
ORNELAS, E|10.93333
ORNSTEIN, S|11.58333
OROURKE, K|13.125
ORTALO-MAGNE, F|9.939394
ORTIGUEIRA, S|8.7
ORTMANN, A|8.34
OSANG, T|6.766666
OSHERSON, D|3.1875
OSTER, S|25.5
OSTERMAN, P|13.5
OSTRESH, L|26
OSTROM, E|45.29375
OSTROM, V|6.166667
OSTROY, J|20.66667
OTANI, Y|8.625
OTROK, C|12.83333
OTSU, T|10
OTT, S|7.256945
OTTAVIANI, M|4.583333
OTTER, T|7.166668
OTTO, D|3.888889
OUYANG, Y|6.958333
OWEN, A|17.4697
OWEN, G|12.64583
OWERS, J|44.75
OYER, P|11.71154
OZBAS, O|5
OZDENOREN, E|5.261905
OZLER, S|17.5
PAARLBERG, P|8.4375
PAARLBERG, R|12
PACK, H|25.06667
PACK, J|23.16667
PADDOCK, J|18.33334
PAGE, F|5.791667
PAGE, M|13.50476
PAGE, S|12.59524
PAGE, T|13.72222
PAGOULATOS, E|14.91667
PAINTER, G|9.052084
PAKES, A|55.50595
PALACIOS-HUERTA, I|15.13889
PALADINO, J|6.773334
PALFREY, T|22.93562
PALIA, D|20.82222
PALIVOS, T|6.960607
PALM, F|18.25
PALM, R|21
PALMER, R|37
PALMQUIST, R|30.78572
PALTIEL, A|11.54167
PAN, J|50.15
PANAGARIYA, A|17.16176
PANAYOTOU, T|5.541667
PANDIT, R|2.5
PANG, J|11.4
PANIZZA, U|20.76389
PANNELL, C|10.5
PANZAR, J|33.63334
PAPAGEORGIOU, Y|8.208333
PAPAI, S|6.625
PAPAIOANNOU, E|7.625
PAPANEK, G|42.75
PAPARODITIS, E|9.833333
PAPELL, D|24.25
PAPKE, L|27.73958
PARDEY, P|8.134523
PARENTE, S|25.56481
PARIS, Q|14.28205
PARISH, W|26.5
PARISI, F|6.309524
PARK, A|9.157408
PARK, B|12.68056
PARK, E|18
PARK, H|5.333333
PARK, I|5.75
PARK, J|13.79675
PARK, M|4.6
PARK, N|3.666667
PARK, T|9.307693
PARKE, W|16.66667
PARKER, D|7.183333
PARKER, J|28.15972
PARKER, W|13.5
PARKHURST, G|6.944445
PARKMAN, A|10.16667
PARKS, R|25.98958
PARKS, V|13.83333
PARLOUR, C|23.43333
PARMETER, C|2.5
PAROUSH, J|4.125
PARR, J|16.33333
PARREIRAS, S|5
PARRINO, R|30.10185
PARSLEY, D|14.72222
PARSONS, C|4.611111
PARSONS, D|46.875
PARSONS, G|10.26667
PARTRIDGE, M|7.536325
PAS, E|20.26667
PASERMAN, M|7.302084
PASHIGIAN, B|23.56771
PASOUR, E|10.375
PASQUARIELLO, P|6.75
PASTOR, J|13.16667
PASTOR, L|29.37037
PASTOR, M|15.13636
PATEL, J|15.66667
PATHAK, D|6.888889
PATINKIN, D|7.833333
PATRICK, D|3.484127
PATTANAIK, P|10.19167
PATTANAYAK, S|10.4859
PATTY, J|10.625
PAUL, C|7.750618
PAULY, M|26.64624
PAVAN, A|8.541666
PAVCNIK, N|18.66061
PAXSON, C|24.59091
PAYNE, A|14.30952
PEARCE, D|52.5
PEARSON, N|15.77083
PEATTIE, L|35
PEAVY, J|28.58333
PECCHENINO, R|18.16667
PECHMAN, J|23.33333
PECK, A|21.8
PECK, J|16.76825
PECORINO, P|12.03125
PEDERSEN, L|17.56223
PEDRONI, P|151.625
PEEK, J|17.825
PEETA, S|2.888889
PEISER, R|45
PEJOVICH, S|11.9
PELEG, B|40.88889
PELTZMAN, S|134.0385
PENCAVEL, J|22.70988
PENDLETON, L|4.333333
PENG, L|7.777778
PENMAN, S|33.9
PENNACCHI, G|20.34615
PENNER, R|7.25
PENNINGS, J|5.361111
PEOPLES, J|12.16667
PEPPER, J|16.8
PEREIRA, A|10.59091
PERETTO, P|17.01852
PEREZ-AMARAL, T|3.666667
PERI, G|12.03125
PERKINS, D|56.25
PERLMAN, M|10
PERLOFF, J|9.091146
PEROLD, A|22.25
PEROTTI, R|31.54545
PERRI, F|10.425
PERRIGNE, I|9.283333
PERRIN, R|10.93056
PERRON, P|106.0278
PERSICO, N|30.0303
PERSKY, J|11.03333
PERSONS, J|15.5
PESANDO, J|7.583333
PESARAN, M|21.28014
PESAVENTO, E|6.888888
PESEK, B|16
PESENDORFER, W|15.93333
PESENTI, P|12.55758
PESTIEAU, P|4.315873
PETER, K|5.166667
PETERS, H|19.80357
PETERS, M|11.04762
PETERSEN, B|24.15
PETERSEN, M|109.0556
PETERSEN, T|7
PETERSON, D|5.566667
PETERSON, E|4.972222
PETERSON, W|14.33333
PETKOVA, R|7.11111
PETRI, P|9
PETRIE, R|15.54167
PETTIT, R|17.25
PETTY, K|3.660714
PEVNITSKAYA, S|3.166667
PFAFF, A|24.58902
PFANN, G|22.08333
PFLEIDERER, P|20.78333
PHANEUF, D|6.378788
PHELPS, C|23.5
PHELPS, E|57.44231
PHILIPSON, T|10.45052
PHILLIPS, G|23.6875
PHILLIPS, O|5.15
PHILLIPS, P|33.40195
PHILLIPS, R|9.166666
PIAZZESI, M|24.96923
PICKARD, A|3.411111
PICKLES, A|16.36111
PIEHL, A|8.6
PIERCE, J|9.7
PIERRO, A|3.25
PIETRYKOWSKI, B|7.5
PIGER, J|7.233334
PIGGOTT, N|12.09375
PIGGOTT, R|5.666667
PIKETTY, T|36.55
PILL, H|19.16667
PIMENTEL, D|49.44545
PINDYCK, R|59.29074
PINEGAR, J|4.939394
PINKOWITZ, L|27.66667
PINKSE, J|9.633333
PINSTRUP-ANDERSEN, P|13.33333
PIORE, M|18.66667
PIRRONG, C|12
PIRRONG, S|40.33333
PISCHKE, J|33.11905
PISTAFERRI, L|8.756863
PISTOR, K|14.07143
PITCHIK, C|12.02778
PITT, M|30.82018
PLANE, D|19.06667
PLASSMANN, F|7.333333
PLAUT, T|20
PLESKO, G|19.125
PLOBERGER, W|51.70834
PLOSSER, C|121.9722
PLOTNICK, R|25.31667
PLOTT, C|37.86131
PLUMMER, M|5.875
PNG, I|28.44444
PODGURSKY, M|10
PODOLNY, J|5.972222
PODOLSKY, M|10.75
POE, G|11.76429
POIRIER, D|6.656566
POLACHEK, S|50.39583
POLASKY, S|13.12476
POLBORN, M|5.388888
POLE, A|6.25
POLEMARCHAKIS, H|6.778986
POLENSKE, K|9.333333
POLINSKY, A|28.18333
POLK, C|11.19048
POLLAK, R|40.6305
POLLARD, D|172.25
POLSKY, D|9.483503
POLSON, N|30.11112
POLTEROVICH, V|7.25
PONTIFF, J|29.7037
POOLE, K|15.95833
POOLE, W|55.15
POON, J|4.791667
POPE, D|4
POPE, J|7.45
POPE, R|11.86559
POPKIN, B|15.20145
POPPER, H|6.75
PORTER, D|8.185417
PORTER, J|7.083333
PORTER, M|93.44583
PORTER, R|32.59087
PORTERFIELD, S|9.5
PORTES, A|7.88889
PORTES, R|15.93333
PORTNEY, P|23.63241
POSEY, L|4
POSNER, E|10.05556
POSNER, R|68.67647
POSSEN, U|5.055555
POSTLEWAITE, A|20.14118
POTERBA, J|31.73333
POTOSKI, M|24.16667
POTSCHER, B|23.42857
POTTERS, J|8.333333
POTTIER, S|6.642857
POULSEN, A|25.12121
POUND, J|40.5
POURCIAU, S|31
POVEL, P|5.933334
POWELL, J|57.45635
POWELL, L|8.142592
POWELL, W|27.29861
POWERS, E|7.083333
PRABHALA, N|23.29167
PRADHAN, M|11.86667
PRAGER, R|14.2
PRAKASH, A|16.95
PRASAD, E|10.54348
PRASAD, K|6.066667
PRASCH, R|8
PRATO, T|20.83333
PRATT, J|28.48333
PRECKEL, P|6.158271
PRED, A|37.8
PRELEC, D|70.78333
PRENDERGAST, C|27.875
PRESCOTT, E|62.41631
PRESSER, S|6.266666
PRESTON, B|4.256944
PRESTON, L|21.66667
PRICE, J|8.433333
PRIEST, G|25.2
PRIMEAUX, W|6.78125
PRIMICERI, G|20.06667
PRINCEN, T|26
PRITCHETT, J|4.6
PRODAN, R|9.5
PROKOP, J|7.666667
PROTOPAPADAKIS, A|14
PROVENCHER, B|13.06061
PRUCHA, I|23.57246
PRZEWORSKI, A|55.125
PUELZ, R|13.66667
PUGEL, T|16.88095
PULLER, S|13.5
PURI, M|23.02222
PURNANANDAM, A|9.952381
PUTTERMAN, L|13.11111
PYLE, D|19.5
PYLE, W|7.222222
QIAN, Y|21.15115
QIN, C|6.8
QUADRINI, V|8.587121
QUAN, D|10.33333
QUANDT, R|17.57197
QUAYES, S|3.25
QUERCIA, R|5
QUIGGIN, J|12.45667
QUIGLEY, J|17.34414
QUINN, J|29.27778
QUINN, K|7.0625
QUINT, T|5.833333
QUINTOS, C|35.5
QUINZII, M|7.525
RAAB, R|14.55556
RABIN, M|86.31667
RABINOVITCH, R|12.25
RACHEV, S|3.2
RADELET, S|12.66667
RADER, T|13.5
RADNER, R|40.24762
RADZICKI, M|18.25
RAFTERY, A|4.5
RAGHAVAN, T|13.66667
RAI, A|9.222221
RAINES, J|4.666667
RAINWATER, L|32.75
RAISCH, D|2.866667
RAITH, M|12.16667
RAJAN, M|4.222222
RAJAN, R|46.35252
RAJAN, U|6.833333
RAJARAMAN, I|9.25
RAJGOPAL, S|17.66667
RAMACHANDRAN, V|15.5
RAMAKRISHNAN, R|50.25
RAMANATHAN, R|40.15833
RAMANNA, K|9.166666
RAMASWAMY, S|2.833333
RAMEY, G|19.84649
RAMEY, V|24.61449
RAMEZANI, C|4.666667
RAMIREZ, C|1.75
RAMNATH, S|6.5
RAMPINI, A|7.5625
RAMSEY, J|17.97
RAMSEYER, J|15.21429
RANDALL, A|21.67954
RANIS, G|11.74359
RANJAN, P|17.78572
RANK, M|39.25
RANKIN, F|6.777778
RANNEY, C|8.302382
RANSOM, M|26.60714
RANSOM, R|10.64286
RAO, H|5.916667
RAPACZYNSKI, A|24.85417
RAPER, K|6.777778
RAPHAEL, S|19.8
RAPOPORT, A|9.244444
RASHAD, I|7.02381
RASHID, S|8.777778
RASMUSEN, E|24.68628
RASMUSSEN, D|9.395833
RASSENTI, S|8.271111
RATH, K|5.183333
RATTI, R|11.44444
RAUCH, J|58.88596
RAUH, J|5.927084
RAUNIKAR, R|4.5
RAUP, P|18.5
RAUSSER, G|10.87121
RAVENNA, F|8.833334
RAVID, S|4.291667
RAVIV, A|50.33796
RAWSKI, T|36.47037
RAY, D|17.31829
RAY, E|25.8
RAY, S|18.46528
READY, R|13.50347
REARDON, T|18.53445
REBELO, S|37.17518
REBER, S|32.77778
RECKER, W|9.314815
REDDAWAY, P|6.466667
REDER, M|43.4
REDFEARN, C|9.430555
REECE, D|28.25
REED, A|7.854167
REED, D|9.166667
REED, R|5.238095
REED, S|5.151516
REES, A|39
REES, D|6.488096
REES, J|29.29167
REESE, L|6.8
REFFETT, K|5
REGAN, A|8.928572
REGAN, D|31.66667
REGENWETTER, M|5.083333
REICH, M|14.33333
REICHELDERFER, K|12.175
REILEY, D|10.97917
REILLY, J|6.552083
REIMERS, C|47.88889
REINGANUM, J|40.75238
REINGOLD, D|4.333333
REINHARDT, E|13.33333
REINHARDT, F|6.666667
REINHARDT, U|8
REINHART, C|32.07386
REIS, R|20.68182
REISS, P|23.37222
REITER, S|16.52381
REITMAN, D|14.61111
REMINGTON, T|9.8
REMLER, D|10.5
RENAULT, E|2.739584
RENDALL, M|6.75
RENDLEMAN, R|17.5
RENKOW, M|11.47917
RENWICK, M|29.5
RENY, P|16.36459
REQUATE, T|10
RESCHOVSKY, A|8.744445
RESNICK, P|39.33333
RESSLER, R|4.583333
REUER, J|4.5
REUVENY, R|7.75
REVANKAR, N|11.875
REVELLE, C|17.72222
REY, H|14.15227
REYNOLDS, L|22.66667
REYNOLDS, S|16.75
REZVANIAN, R|7.666667
RHODE, P|9.939394
RIBAR, D|20.02222
RICCI, J|3.690476
RICE, E|36.52778
RICE, T|8.444445
RICH, L|4.333333
RICHARD, J|22.17157
RICHARDS, D|7.305555
RICHARDS, T|4.208333
RICHARDSON, G|9.133333
RICHARDSON, H|14.80952
RICHARDSON, J|19.47333
RICHERSON, P|8
RICHTER, D|10
RICHTER, M|10.47727
RIDDER, G|21.54667
RIDDIOUGH, T|6.333333
RIDER, M|4.347222
RIDLEY, D|6
RIEDEL, J|15.78571
RIEW, J|34.5
RIGBY, D|12.30556
RIGDON, M|9.45
RIGOBON, R|12.82456
RIGOTTI, L|10.5
RIKER, W|11.4
RILEY, J|44.11828
RIOJA, F|16.55
RIORDAN, M|21.47778
RIOS-RULL, J|10.44167
RIOSRULL, J|17.68182
RITCHIE, S|12.83333
RITTER, J|39.36
RIVERA, S|6.75
RIVERABATIZ, F|23.5
RIVERS, D|62.11111
ROACH, B|9.222221
ROB, R|24.91358
ROBACK, J|174.25
ROBB, A|7.416667
ROBBINS, P|37
ROBERTS, J|66.76667
ROBERTS, K|42.83333
ROBERTS, M|22.77128
ROBERTS, S|15.75
ROBERTSON, P|13.5
ROBIN, A|86.33331
ROBINS, P|16.48016
ROBINS, R|39.03333
ROBINSON, B|1.866667
ROBINSON, J|42.34713
ROBINSON, L|15.33333
ROBINSON, S|7.669271
ROBINSON, W|7.125
ROBISON, L|7.683333
ROBLES, J|7.5
ROBST, J|10.97619
ROBUSTE, F|6.833333
ROCK, S|7.583333
ROCKAFELLAR, R|72.25
RODGERS, W|15.05
RODRIGUEZ, C|24
RODRIGUEZ, D|12.1
RODRIGUEZ, F|15.16667
RODRIGUEZ-CLARE, A|16.38636
RODRIK, D|50.82124
ROE, B|10.23611
ROE, E|43
ROE, M|32.66667
ROE, T|5.578704
ROEDER, P|23.5
ROEMER, J|17.55803
ROEMER, M|7.016666
ROGALSKI, R|10.54167
ROGERS, A|24.54167
ROGERS, C|17.29762
ROGERS, J|21.44531
ROGERS, W|15.77778
ROGERSON, P|6.666667
ROGERSON, R|23.08519
ROGERSON, W|45.41667
ROGOFF, K|92.67699
ROLAND, G|18.72451
ROLAND-HOLST, D|4.027778
ROLEY, V|17.13636
ROLL, R|73.9125
ROLNICK, A|13.35714
ROMAIN, R|4.333333
ROMALIS, J|20.25
ROMANO, J|11.63333
ROMANO, R|18.86538
ROMEO, A|36.2
ROMER, C|39.84783
ROMER, D|55.26263
ROMER, P|270.1856
ROMER, T|33.4875
RONDINELLI, D|8.083333
ROONEY, P|5.083333
ROOSEN, J|7.566667
ROSE, A|27.12297
ROSE, E|21.33333
ROSE, N|28.71569
ROSE, P|6.833333
ROSE-ACKERMAN, S|17.41667
ROSEACKE.S|34
ROSEACKERMAN, S|27.38889
ROSEFIELDE, S|7.125
ROSEMAN, C|17.375
ROSEN, H|29.33844
ROSEN, K|31.125
ROSEN, S|114.8789
ROSENBER.N|49.25
ROSENBERG, M|4.166667
ROSENBERG, N|32.6
ROSENBLAT, T|17.5
ROSENBLOOM, J|9.448718
ROSENGREN, E|19.2807
ROSENMAN, R|4.427083
ROSENTHAL, J|7
ROSENTHAL, M|1.888889
ROSENTHAL, R|16.49643
ROSENZWEIG, M|31.71009
ROSETT, R|21.25
ROSS, D|7.626667
ROSS, G|5.666667
ROSS, S|116.5309
ROSSANA, R|9.653846
ROSSI, B|13.5625
ROSSI, P|36.89912
ROSSI-HANSBERG, E|13.26667
ROTEMBERG, J|43.6748
ROTH, A|33.5724
ROTHENBERG, L|4
ROTHENBERG, T|88.86666
ROTHENBERG, W|38
ROTHMAN, D|3.666667
ROTHSCHI.M|129.8542
ROTHSCHILD, M|83.75641
ROTHSTEIN, J|17.16667
ROTHSTEIN, P|12.25
ROTHWELL, G|8.5
ROUBINI, N|22.11
ROUNTREE, B|5.027778
ROUPHAIL, N|7.75
ROUSE, C|27.875
ROUSSEAU, P|14.51111
ROUTLEDGE, B|10.41667
ROWLAND, P|6.166667
ROWLEY, C|6.5
ROY, A|18.2
ROY, S|8.243589
ROYER, H|11.75
ROZEFF, M|25.1
ROZELLE, S|8.506277
RUBACK, R|65.30556
RUBIN, B|13.33333
RUBIN, E|8.4
RUBIN, P|29.51389
RUBINFELD, D|22.79902
RUBINSTEIN, A|12.61574
RUBINSTEIN, Y|29.93333
RUBIO-RAMIREZ, J|10.35897
RUCCIO, D|7.166667
RUCKER, R|8.197917
RUDOLPH, R|13.5
RUEF, M|37
RUFFIN, R|19.64286
RUGGIERO, J|12.70833
RUGGLES, R|4.5
RUHM, C|39.78922
RUMBERGER, R|23.86667
RUMELT, R|105.625
RUMER, B|7
RUNGE, C|21.34524
RUPERT, P|7.597222
RUSH, M|17.54167
RUSSELL, C|9.411111
RUSSELL, J|32.75521
RUSSELL, R|24.12037
RUSSELL, S|4.666667
RUSSELL, T|33.85714
RUSSELL, W|40.27778
RUSSETT, B|4.083333
RUSSO, B|6.5
RUST, J|36.60897
RUSTICHINI, A|16.46719
RUTH, M|15.875
RUTHERFORD, R|5.592593
RUTHERFORD, T|10.22656
RUTLAND, P|11.75
RUTTAN, V|16.07576
RUUD, P|21.61667
RYAN, H|11.25
RYAN, S|9.166668
RYDER, H|28.97222
RYSMAN, M|22.86111
SAARI, D|18.71212
SAATY, T|17.90476
SABIA, J|9.5
SABINO, J|6.25
SABIRIANOVA, K|12.41667
SABOT, R|10.11333
SACERDOTE, B|31.57843
SACHS, J|27.11581
SADIRAJ, V|6.222222
SADKA, E|8.25
SADKA, R|20.75
SADOULET, E|10.09658
SAEZ, E|20.02928
SAGER, T|5.555556
SAGGI, K|14.66667
SAGI, J|9.458333
SAGOFF, M|26.5
SAH, R|35.33333
SAHN, D|9.086036
SAIZ, A|12.64583
SAKAKIBARA, M|12.51515
SAKATA, S|11.5
SAKELLARIS, P|8.020833
SALA-I-MARTIN, X|26.48125
SALANT, D|11.08333
SALANT, S|25.84783
SALAS, M|1.666667
SALEMI, M|10.00889
SALINGER, M|45.5
SALLY, D|13.125
SALMON, T|8.972222
SALONER, G|67.18421
SALOP, S|96.7381
SALTZMAN, C|5
SAMANIEGO, R|6.25
SAMBANIS, N|38.05556
SAMET, D|15.34615
SAMSA, G|18.625
SAMUELS, W|13.46667
SAMUELSO.PA|46.25
SAMUELSON, L|21.69809
SAMUELSON, P|62.42381
SAMWICK, A|23.02604
SANCHIRICO, C|9.361111
SANCHIRICO, J|24.41667
SANDBERG, L|18
SANDELL, S|32.16667
SANDERS, A|7.083334
SANDERS, J|4.27619
SANDERS, M|5.25
SANDERS, S|8.264705
SANDERSON, A|8.166666
SANDHOLM, T|8.041667
SANDHOLM, W|15.29688
SANDHOLTZ, W|24
SANDLER, T|15.44118
SANDRONI, A|9.980392
SANSTAD, A|6.383333
SANTA-CLARA, P|13.66389
SANTERRE, R|10.09722
SANTOMERO, A|12.22778
SANTOS, M|14.86111
SANTOS, T|13.98333
SANYAL, B|13
SANYAL, P|5
SAPHORES, J|4.95
SAPIENZA, P|21.37121
SAPOSNIK, R|17
SAPPINGTON, D|20.575
SARABIA, J|4.888889
SARGENT, T|34.55725
SARIG, O|7.857143
SARIN, A|19.41667
SARIN, R|19.5754
SARNO, L|8.391026
SASS, T|9
SASSEN, S|16.33333
SATO, K|39.13636
SATO, R|9.35
SATTERTHWAITE, M|60
SATTINGER, M|21.71428
SAUER, R|25.08333
SAUNDERS, A|8.856382
SAUNDERS, P|7.884259
SAVAGE, I|11.58333
SAVAGE, S|4
SAVICKAS, R|5.666667
SAVING, T|12.44697
SAWYER, W|2.75
SAXENIAN, A|14.61111
SAXONHOUSE, G|16.3
SAYERS, C|20.86667
SCAFIDI, B|8.45
SCALISE, J|15.33333
SCANLON, D|8
SCANLON, W|16.83334
SCARF, H|28.47619
SCHAEFER, S|15.58889
SCHAFER, A|26
SCHAFFNER, J|7.666667
